GISPROPNUM,COMMUNITYB,COUNCILDIS,PRECINCT,ZIPCODE,SubZnName,DIMENSIONS,FIELD_LIGH,FIELD_NUMB,NAME,SURFACE_TY,Zone_Name,Frisbee,AdultBaseb,AdultSoftb,AdultFootb,Youthfootb,NonRegulat,LLBaseb13a,LLBaseb12a,TBall,LLSoftball,Kickball,Cricket,Tennis,Basketball,Hockey,TrackandFi,Lacrosse,Handball,Volleyball,Netball,Bocce,Rugby,FlagFootba,Wheelchair
B068,314,40,70,11226,Volleyball-12,Volleyball,No,12,,Rubber,Parade Ground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
B077,306,38,76,11231,Coffey Park-Softball-01,"60ft base path, 150-200ft fence",No,1,Coffey Park,Asphalt,Coffey Park,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B077,306,38,76,11231,Coffey Park-Basketball-01,Full Court,No,1,Coffey Park,Asphalt,Coffey Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B077,306,38,76,11231,Coffey Park-Handball-02,Handball,No,2,Coffey Park,Asphalt,Coffey Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B077,306,38,76,11231,Coffey Park-Handball-04,Handball,No,4,Coffey Park,Asphalt,Coffey Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B077,306,38,76,11231,Coffey Park-Handball-03,Handball,No,3,Coffey Park,Asphalt,Coffey Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B077,306,38,76,11231,Coffey Park-Handball-01,Handball,No,1,Coffey Park,Asphalt,Coffey Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-01,Tennis,No,1,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B078,305,37,75,11207,Softball-01,"60ft base path, 150-200ft fence",No,1,,Natural,Grace Playground,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B078,305,37,75,11207,Basketball-01,Full Court,No,1,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B078,305,37,75,11207,Basketball-02,Full Court,No,2,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B078,305,37,75,11207,Basketball-04,Half Court,No,4,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B078,305,37,75,11207,Basketball-03,Half Court,No,3,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B078,305,37,75,11207,Handball-01,Handball,No,1,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B078,305,37,75,11207,Handball-02,Handball,No,2,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B078,305,37,75,11207,Handball-04,Handball,No,4,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B078,305,37,75,11207,Handball-03,Handball,No,3,,Asphalt,Grace Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-09,Handball,No,9,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-03,Handball,No,3,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-05,Handball,No,5,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-02,Handball,No,2,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-06,Handball,No,6,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-08,Handball,No,8,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-07,Handball,No,7,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-11,Handball,No,11,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-04,Handball,No,4,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-01,Handball,No,1,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B080,313,47,60,11224,Handball-10,Handball,No,10,,Asphalt,Asser Levy Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Basketball-01,Full Court,No,1,79th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Basketball-03,Full Court,No,3,79th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Basketball-02,Full Court,No,2,79th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Softball-01,"60ft base path, 150-200ft fence",No,1,79th St Fields,Natural,Shore Road Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Softball-02,"60ft base path, 150-200ft fence",No,2,79th St Fields,Natural,Shore Road Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Baseball-03,"90ft base path, 200+ft fence",No,3,79th St Fields,Natural,Shore Road Park,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Soccer-01,45-146ft W x 75-294ft L,No,1,79th St Fields,Natural,Shore Road Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B082,310,43,68,11209,79th St Fields-Frank Schurr-Softball-04,"45-60ft base path, less than 150ft fence",No,4,79th St Fields-Frank Schurr,Natural,Shore Road Park,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,79th St Fields-Softball-05,"45-60ft base path, less than 150ft fence",No,5,79th St Fields,Natural,Shore Road Park,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Softball-03,"45-60ft base path, less than 150ft fence",No,3,95th St Fields,Synthetic,Shore Road Park,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Softball-04,"45-60ft base path, less than 150ft fence",No,4,95th St Fields,Synthetic,Shore Road Park,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Softball-01,"45-60ft base path, less than 150ft fence",No,1,95th St Fields,Natural,Shore Road Park,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Baseball-01,"90ft base path, 200+ft fence",No,1,95th St Fields,Natural,Shore Road Park,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Softball-02,"60ft base path, 150-200ft fence",No,2,95th St Fields,Natural,Shore Road Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Soccer-01,160 x 360ft rectangular,No,1,95th St Fields,Natural,Shore Road Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B082,310,43,68,11209,95th St Fields-Handball-01,Handball,No,1,95th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Handball-02,Handball,No,2,95th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Handball-03,Handball,No,3,95th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Soccer-02,45-146ft W x 75-294ft L,No,2,95th St Fields,Synthetic,Shore Road Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B082,310,43,68,11209,95th St Fields-Tennis-04,Tennis,No,4,95th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Tennis-02,Tennis,No,2,95th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Tennis-01,Tennis,No,1,95th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B082,310,43,68,11209,95th St Fields-Tennis-03,Tennis,No,3,95th St Fields,Asphalt,Shore Road Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B087,307,38,72,11232,Softball-01,"60ft base path, 150-200ft fence",Yes,1,,Synthetic,Sunset Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B087,307,38,72,11232,Basketball-02,Full Court,No,2,,Asphalt,Sunset Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B087,307,38,72,11232,Basketball-01,Full Court,No,1,,Asphalt,Sunset Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B087,307,38,72,11232,Basketball-03,Full Court,No,3,,Asphalt,Sunset Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B087,307,38,72,11232,Basketball-04,Full Court,No,4,,Asphalt,Sunset Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B087,307,38,72,11232,Handball-01,Handball,No,1,,Asphalt,Sunset Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B087,307,38,72,11232,Handball-02,Handball,No,2,,Asphalt,Sunset Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B087,307,38,72,11232,Soccer-01A,45-146ft W x 75-294ft L,Yes,01A,,Synthetic,Sunset Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B087,307,38,72,11232,Soccer-01B,45-146ft W x 75-294ft L,Yes,01B,,Synthetic,Sunset Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B087,307,38,72,11232,Volleyball-01,Volleyball,No,1,,Asphalt,Sunset Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B088,303,36,79,11216,Herbert Von King Park-Basketball-01,Half Court,No,1,Herbert Von King Park,Asphalt,Herbert Von King Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B088,303,36,79,11216,Herbert Von King Park-Handball-01,Handball,No,1,Herbert Von King Park,Asphalt,Herbert Von King Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B088,303,36,79,11216,Herbert Von King Park-Handball-02,Handball,No,2,Herbert Von King Park,Asphalt,Herbert Von King Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B088,303,36,79,11216,Baseball-01,"60ft base path, 150-200ft fence",No,1,,Natural,Herbert Von King Park,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Softball-01,"60ft base path, 150-200ft fence",No,1,,Asphalt,Mckinley Park,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-03,Tennis,No,3,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-06,Tennis,No,6,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-02,Tennis,No,2,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-04,Tennis,No,4,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-08,Tennis,No,8,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-07,Tennis,No,7,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B060,310,43,68,11228,Tennis-05,Tennis,No,5,,Asphalt,Mckinley Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B095,306,38,78,11215,Basketball-01,Full Court,No,1,,Asphalt,Ennis Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B095,306,38,78,11215,Basketball-02,Half Court,No,2,,Asphalt,Ennis Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B096,301,34,94,11222,Basketball-01,Full Court,No,1,,Asphalt,Sgt William Dougherty Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B096,301,34,94,11222,Handball-01,Handball,No,1,,Asphalt,Sgt William Dougherty Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B096,301,34,94,11222,Handball-02,Handball,No,2,,Asphalt,Sgt William Dougherty Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B098,307,38,72,11220,Basketball-02,Full Court,No,2,,Asphalt,Martin Luther Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B098,307,38,72,11220,Basketball-01,Full Court,No,1,,Asphalt,Martin Luther Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B098,307,38,72,11220,Handball-01,Handball,No,1,,Asphalt,Martin Luther Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B098,307,38,72,11220,Handball-02,Handball,No,2,,Asphalt,Martin Luther Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B099,311,43,62,11228,Basketball-01,Full Court,No,1,,Asphalt,Lt. Petrosino Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B099,311,43,62,11228,Handball-01,Handball,No,1,,Asphalt,Lt. Petrosino Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B099,311,43,62,11228,Handball-03,Handball,No,3,,Asphalt,Lt. Petrosino Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Softball-01,"60ft base path, 150-200ft fence",No,1,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Basketball-01,Full Court,No,1,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Basketball-03,Full Court,No,3,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Basketball-04,Full Court,No,4,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Basketball-02,Full Court,No,2,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Handball-02,Handball,No,2,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Handball-03,Handball,No,3,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Handball-01,Handball,No,1,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B100,311,44,62,11204,Seth Low Plgd-Handball-04,Handball,No,4,Seth Low Plgd,Asphalt,Seth Low Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B102,302,36,88,11238,Basketball-02,Full Court,No,2,,Asphalt,Crispus Attucks Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B102,302,36,88,11238,Basketball-01,Full Court,No,1,,Asphalt,Crispus Attucks Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B102,302,36,88,11238,Handball-01,Handball,No,1,,Asphalt,Crispus Attucks Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B102,302,36,88,11238,Handball-02,Handball,No,2,,Asphalt,Crispus Attucks Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B103,305,42,75,11208,Baseball-01,"90ft base path, 200+ft fence",No,1,,Natural,Cypress Hills Playground,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B103,305,42,75,11208,Softball-02,"60ft base path, 150-200ft fence",No,2,,Natural,Cypress Hills Playground,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B103,305,42,75,11208,Basketball-02,Full Court,No,2,,Asphalt,Cypress Hills Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B103,305,42,75,11208,Basketball-01,Half Court,No,1,,Asphalt,Cypress Hills Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B103,305,42,75,11208,Basketball-03,Half Court,No,3,,Asphalt,Cypress Hills Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B103,305,42,75,11208,Football-01,160 x 360ft rectangular,No,1,,Natural,Cypress Hills Playground,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B103,305,42,75,11208,Handball-02,Handball,No,2,,Asphalt,Cypress Hills Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B103,305,42,75,11208,Handball-01,Handball,No,1,,Asphalt,Cypress Hills Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B103,305,42,75,11208,Handball-03,Handball,No,3,,Concrete,Cypress Hills Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B103,305,42,75,11208,Handball-04,Handball,No,4,,Asphalt,Cypress Hills Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B105,303,35,79,11205,Basketball-01,Full Court,No,1,,Asphalt,Taaffe Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B105,303,35,79,11205,Basketball-02,Full Court,No,2,,Asphalt,Taaffe Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B105,303,35,79,11205,Handball-01,Handball,No,1,,Asphalt,Taaffe Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B105,303,35,79,11205,Handball-02,Handball,No,2,,Asphalt,Taaffe Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B105,303,35,79,11205,Handball-04,Handball,No,4,,Asphalt,Taaffe Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B105,303,35,79,11205,Handball-03,Handball,No,3,,Asphalt,Taaffe Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B105,303,35,79,11205,Multi Purpose Play Area-01,45-146ft W x 75-294ft L,No,1,,Asphalt,Taaffe Playground,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
B111A,306,39,78,11215,Basketball-04,Full Court,No,4,,Asphalt,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B106A,313,47,60,11223,Baseball-02,"90ft base path, 200+ft fence",No,2,,Natural,Scarangella Park,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B106A,313,47,60,11223,Baseball-01,"90ft base path, 200+ft fence",No,1,,Natural,Scarangella Park,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B106A,313,47,60,11223,Basketball-01,Full Court,No,1,,Asphalt,Scarangella Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B106A,313,47,60,11223,Soccer-01,45-146ft W x 75-294ft L,No,1,,Synthetic,Scarangella Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B106A,313,47,60,11223,Jogging Path-Track-01,Track,No,1,Jogging Path,Rubber,Scarangella Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
B106A,313,47,60,11214,Asphalt-Softball-01,"60ft base path, 150-200ft fence",No,1,Asphalt,Asphalt,Scarangella Park,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B109,315,48,61,11235,Softball-01,"60ft base path, 150-200ft fence",No,1,,Synthetic,Bill Brown Playground,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B109,315,48,61,11235,Basketball-01,Full Court,No,1,,Asphalt,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B109,315,48,61,11235,Soccer-01,45-146ft W x 75-294ft L,No,1,,Synthetic,Bill Brown Playground,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B109,315,48,61,11235,Handball-01,Handball,No,1,,Asphalt,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B109,315,48,61,11235,Handball-02,Handball,No,2,,Asphalt,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B109,315,48,61,11235,Handball-04,Handball,No,4,,Asphalt,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B109,315,48,61,11235,Handball-05,Handball,No,5,,Asphalt,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B109,315,48,61,11235,Handball-06,Handball,No,6,,Asphalt,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B109,315,48,61,11235,Handball-03,Handball,No,3,,Asphalt,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B109,315,48,61,11235,Jogging Path-Track-01,Track,No,1,Jogging Path,Rubber,Bill Brown Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
B110,316,41,73,11233,Basketball-01,Full Court,No,1,,Asphalt,Marion Hopkinson Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B111A,306,39,78,11215,Basketball-01,Full Court,No,1,,Asphalt,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B111A,306,39,78,11215,Basketball-02,Full Court,No,2,,Asphalt,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
