GISPROPNUM,COMMUNITYB,COUNCILDIS,PRECINCT,ZIPCODE,SubZnName,DIMENSIONS,FIELD_LIGH,FIELD_NUMB,NAME,SURFACE_TY,Zone_Name,Frisbee,AdultBaseb,AdultSoftb,AdultFootb,Youthfootb,NonRegulat,LLBaseb13a,LLBaseb12a,TBall,LLSoftball,Kickball,Cricket,Tennis,Basketball,Hockey,TrackandFi,Lacrosse,Handball,Volleyball,Netball,Bocce,Rugby,FlagFootba,Wheelchair
B111A,306,39,78,11215,Basketball-05,Full Court,No,5,,Asphalt,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B111A,306,39,78,11215,Basketball-03,Full Court,No,3,,Asphalt,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-04,Handball,No,4,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-07,Handball,No,7,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-02,Handball,No,2,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-01,Handball,No,1,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-08,Handball,No,8,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-05,Handball,No,5,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-06,Handball,No,6,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111A,306,39,78,11215,Handball-03,Handball,No,3,,Concrete,JHS 51 JOP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B111,306,39,78,11215,Softball-01,"60ft base path, 150-200ft fence",No,1,,Synthetic,Washington Park (MS 51),No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B111,306,39,78,11215,Soccer-01A,45-146ft W x 75-294ft L,No,01A,,Synthetic,Washington Park (MS 51),Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B111,306,39,78,11215,Soccer-01B,45-146ft W x 75-294ft L,No,01B,,Synthetic,Washington Park (MS 51),Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B118A,306,39,76,11231,Basketball-01,Full Court,No,1,,Asphalt,St. Mary's Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B118A,306,39,76,11231,Basketball-02,Full Court,No,2,,Asphalt,St. Mary's Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B121,309,35,71,11225,Softball-01,"45-60ft base path, less than 150ft fence",No,1,,Asphalt,Dodger Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B124,301,34,90,11211,Basketball-02,Half Court,No,2,,Asphalt,William Sheridan Playground (PS 84),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B124,301,34,90,11211,Basketball-01,Full Court,No,1,,Asphalt,William Sheridan Playground (PS 84),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B124,301,34,90,11211,Handball-02,Handball,No,2,,Asphalt,William Sheridan Playground (PS 84),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B124,301,34,90,11211,Handball-01,Handball,No,1,,Asphalt,William Sheridan Playground (PS 84),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B124,301,34,90,11211,Multipurpose Play Area-01,45-146ft W x 75-294ft L,No,1,,Asphalt,William Sheridan Playground (PS 84),Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
B125,313,47,60,11214,Calvert Vaux-Basketball-02,Full Court,No,2,Calvert Vaux,Asphalt,Calvert Vaux Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B125,313,47,60,11214,Calvert Vaux-Basketball-01,Full Court,No,1,Calvert Vaux,Asphalt,Calvert Vaux Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B125,313,47,60,11214,Calvert Vaux-Bocce-01,Bocce,No,1,Calvert Vaux,Sand,Calvert Vaux Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
B125,313,47,60,11214,Calvert Vaux-Bocce-02,Bocce,No,2,Calvert Vaux,Sand,Calvert Vaux Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
B125,313,47,60,11214,Calvert Vaux-Handball-02,Handball,No,2,Calvert Vaux,Asphalt,Calvert Vaux Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B125,313,47,60,11214,Calvert Vaux-Handball-01,Handball,No,1,Calvert Vaux,Asphalt,Calvert Vaux Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B125,313,47,60,11214,Softball-02,"60ft base path, 150-200ft fence",No,2,,Natural,Calvert Vaux Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B125,313,47,60,11214,Softball-01,"60ft base path, 150-200ft fence",No,1,,Natural,Calvert Vaux Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B125,313,47,60,11214,Baseball-03,"90ft base path, 200+ft fence",No,3,,Natural,Calvert Vaux Park,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B125,313,47,60,11214,Soccer-06,45-146ft W x 75-294ft L,No,6,,Natural,Calvert Vaux Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B125,313,47,60,11214,Soccer-04,147-295ft W x 295-393ft L,No,4,,Natural,Calvert Vaux Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B125,313,47,60,11214,Soccer-01,147-295ft W x 295-393ft L,Yes,1,,Synthetic,Calvert Vaux Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B125,313,47,60,11214,Soccer-03,147-295ft W x 295-393ft L,No,3,,Natural,Calvert Vaux Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B125,313,47,60,11214,Soccer-05,147-295ft W x 295-393ft L,No,5,,Natural,Calvert Vaux Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B125,313,47,60,11214,Soccer-02,147-295ft W x 295-393ft L,No,2,,Synthetic,Calvert Vaux Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B126,306,38,76,11231,Bush Clinton Park-Basketball-01,Full Court,Yes,1,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Bush Clinton Park-Basketball-02,Full Court,No,2,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Bush Clinton Park-Basketball-05,Half Court,No,5,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Bush Clinton Park-Basketball-04,Half Court,No,4,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Bush Clinton Park-Basketball-03,Full Court,No,3,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Bush Clinton Park-Track-01,Track,No,1,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Bush Clinton Park-Volleyball-01,Volleyball,No,1,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
B126,306,38,76,11231,Bush Clinton Park-Volleyball-02,Volleyball,No,2,Bush Clinton Park,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
B129,313,47,60,11224,Tennis-04,Tennis,No,4,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Baseball-02,"90ft base path, 200+ft fence",No,2,,Natural,Red Hook Recreation Area,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Baseball-04,"90ft base path, 200+ft fence",No,4,,Natural,Red Hook Recreation Area,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Baseball-03,"90ft base path, 200+ft fence",No,3,,Natural,Red Hook Recreation Area,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Baseball-01,"90ft base path, 200+ft fence",No,1,,Natural,Red Hook Recreation Area,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Soccer-05 HS,147-295ft W x 295-393ft L,No,05 HS,,Natural,Red Hook Recreation Area,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Soccer-04 HS,147-295ft W x 295-393ft L,No,04 HS,,Natural,Red Hook Recreation Area,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Handball-05,Handball,No,5,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Handball-06,Handball,No,6,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Handball-08,Handball,No,8,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Handball-07,Handball,No,7,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Handball-01,Handball,No,1,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Handball-03,Handball,No,3,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Handball-02,Handball,No,2,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Handball-04,Handball,No,4,,Asphalt,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B126,306,38,76,11231,Soccer-03,160 x 360ft rectangular,No,3,,Natural,Red Hook Recreation Area,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B126,306,38,76,11231,Track-01,Track,No,1,,Rubber,Red Hook Recreation Area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Softball-06,"60ft base path, 150-200ft fence",No,6,,Natural,Red Hook Recreation Area,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Softball-08,"60ft base path, 150-200ft fence",No,8,,Natural,Red Hook Recreation Area,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Softball-07,"60ft base path, 150-200ft fence",No,7,,Natural,Red Hook Recreation Area,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Softball-05,"60ft base path, 150-200ft fence",No,5,,Natural,Red Hook Recreation Area,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Soccer-07 HS,147-295ft W x 295-393ft L,No,07 HS,,Natural,Red Hook Recreation Area,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Baseball-09,"90ft base path, 200+ft fence",Yes,9,,Natural,Red Hook Recreation Area,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B126,306,38,76,11231,Soccer-02,147-295ft W x 295-393ft L,No,2,,Natural,Red Hook Recreation Area,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B126,306,38,76,11231,Soccer-01,147-295ft W x 295-393ft L,No,1,,Synthetic,Red Hook Recreation Area,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B126,306,38,76,11231,Soccer-06,45-146ft W x 75-294ft L,No,6,,Natural,Red Hook Recreation Area,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B127,301,34,90,11206,Basketball-01,Full Court,No,1,,Asphalt,Martinez Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B127,301,34,90,11206,Basketball-03,Full Court,No,3,,Asphalt,Martinez Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B127,301,34,90,11206,Basketball-02,Full Court,No,2,,Asphalt,Martinez Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B127,301,34,90,11206,Handball-01,Handball,No,1,,Asphalt,Martinez Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B127,301,34,90,11206,Handball-02,Handball,No,2,,Asphalt,Martinez Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B127,301,34,90,11206,Handball-03,Handball,No,3,,Asphalt,Martinez Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B127,301,34,90,11206,Handball-04,Handball,No,4,,Asphalt,Martinez Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B128,312,44,66,11230,Softball-01,"60ft base path, 150-200ft fence",No,1,,Asphalt,Colonel David Marcus Playground,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B128,312,44,66,11230,Basketball-01,Full Court,No,1,,Asphalt,Colonel David Marcus Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B128,312,44,66,11230,Handball-01,Handball,No,1,,Asphalt,Colonel David Marcus Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B128,312,44,66,11230,Handball-02,Handball,No,2,,Asphalt,Colonel David Marcus Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B128,312,44,66,11230,Handball-03,Handball,No,3,,Asphalt,Colonel David Marcus Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B128,312,44,66,11230,Handball-04,Handball,No,4,,Asphalt,Colonel David Marcus Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B128,312,44,66,11230,Handball-05,Handball,No,5,,Asphalt,Colonel David Marcus Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Multi Purpose Play Area-02,147-295ft W x 295-393ft L,No,2,,Asphalt,Kaiser Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
B129,313,47,60,11224,Basketball-02,Full Court,Yes,2,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Basketball-01,Full Court,Yes,1,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Basketball-04,Full Court,Yes,4,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Basketball-03,Full Court,Yes,3,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Handball-13,Handball,No,13,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-12,Handball,No,12,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-14,Handball,No,14,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-01,Handball,No,1,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-02,Handball,No,2,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-03,Handball,No,3,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-04,Handball,No,4,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-05,Handball,No,5,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-06,Handball,No,6,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-07,Handball,No,7,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-08,Handball,No,8,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-09,Handball,No,9,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-10,Handball,No,10,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Handball-11,Handball,No,11,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-01,Tennis,No,1,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-02,Tennis,No,2,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-09,Tennis,No,9,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-03,Tennis,No,3,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-06,Tennis,No,6,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-05,Tennis,No,5,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-07,Tennis,No,7,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-08,Tennis,No,8,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-10,Tennis,No,10,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-11,Tennis,No,11,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Tennis-12,Tennis,No,12,,Asphalt,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Softball-02,"60ft base path, 150-200ft fence",No,2,,Natural,Kaiser Park,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Baseball-01,"90ft base path, 200+ft fence",No,1,,Natural,Kaiser Park,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B129,313,47,60,11224,Football-01,160 x 360ft rectangular,Yes,1,,Synthetic,Kaiser Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B129,313,47,60,11224,Track-01,Track,Yes,1,,Rubber,Kaiser Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
B130,307,39,72,11218,Softball-01,"60ft base path, 150-200ft fence",No,1,,Asphalt,Greenwood Playground (PS 88),No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B130,307,39,72,11218,Basketball-02,Half Court,No,2,,Asphalt,Greenwood Playground (PS 88),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B130,307,39,72,11218,Basketball-01,Full Court,No,1,,Asphalt,Greenwood Playground (PS 88),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B130,307,39,72,11218,Handball-04,Handball,No,4,,Asphalt,Greenwood Playground (PS 88),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B130,307,39,72,11218,Handball-02,Handball,No,2,,Asphalt,Greenwood Playground (PS 88),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B130,307,39,72,11218,Handball-01,Handball,No,1,,Asphalt,Greenwood Playground (PS 88),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B130,307,39,72,11218,Handball-03,Handball,No,3,,Asphalt,Greenwood Playground (PS 88),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B131,304,37,83,11207,Basketball-01,Full Court,No,1,,Asphalt,Rudd Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B132,301,34,90,11206,Ramirez Playground-Handball-02,Handball,No,2,Ramirez Playground,Asphalt,Gilbert Ramirez Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B132,301,34,90,11206,Ramirez Playground-Handball-01,Handball,No,1,Ramirez Playground,Asphalt,Gilbert Ramirez Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B135,301,33,94,11222,Softball-01,"45-60ft base path, less than 150ft fence",No,1,,Asphalt,Newtown Barge Playground,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B135,301,33,94,11222,Basketball-01,Full Court,No,1,,Asphalt,Newtown Barge Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B135,301,33,94,11222,Handball-01,Handball,No,1,,Asphalt,Newtown Barge Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B135,301,33,94,11222,Handball-02,Handball,No,2,,Asphalt,Newtown Barge Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B137,302,33,84,11217,Handball-01,Handball,No,1,,Asphalt,Sixteen Sycamores Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B137,302,33,84,11217,Handball-02,Handball,No,2,,Asphalt,Sixteen Sycamores Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B137,302,33,84,11217,Handball-03,Handball,No,3,,Asphalt,Sixteen Sycamores Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
